timestamp,pair,long_pct,short_pct
2025-03-24 09:45,GBPJPY,43.0,57.0
2025-03-24 11:28,GBPJPY,42.0,58.0
2025-03-24 11:34,GBPJPY,42.0,58.0
2025-03-24 15:14,GBPJPY,44.0,56.0
2025-03-24 15:55,GBPJPY,44.0,56.0
2025-03-24 15:57,GBPJPY,43.0,57.0
2025-03-24 22:00,GBPJPY,42.0,58.0
2025-03-24 21:00,GBPJPY,42.0,58.0
2025-03-24 23:00,GBPJPY,41.0,59.0
2025-03-25 03:00,GBPJPY,40.0,60.0
2025-03-25 04:00,GBPJPY,39.0,61.0
2025-03-25 05:00,GBPJPY,39.0,61.0
2025-03-25 06:00,GBPJPY,41.0,59.0
2025-03-25 07:00,GBPJPY,43.0,57.0
2025-03-25 08:00,GBPJPY,43.0,57.0
